position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President,Ange-Félix Patassé,Q314524,1993-10-22,2003-03-15,male,1937-01-25,2011-04-05,,Ange-Félix Patassé
President,François Bozizé,Q57452,2003-03-15,2013-03-24,male,1946-10-14,,Francois Bozize headshot.jpg,François Bozizé
President,Michel Djotodia,Q8202995,2013-03-24,2014-01-10,male,1949,,Michel Djotodia in 2020.jpg,Michel Djotodia
President,Alexandre-Ferdinand Nguendet,Q15618369,2014-01-10,2014-01-23,male,1972-05-23,,Alexandre Ferdinand Nguendet VOA.jpg,Alexandre-Ferdinand Nguendet
President,Catherine Samba-Panza,Q15633683,2014-01-23,2016-03-30,female,1954-06-26,,Catherine Samba-Panza 2014-09-26.jpg,Catherine Samba-Panza
President,Faustin-Archange Touadéra,Q57758,2016-03-30,,male,1957-04-21,,Faustin-Archange Touadera Summit 2018 (cropped).jpg,Faustin-Archange Touadéra
Vice President,Abel Goumba,Q318433,2003-12,2005-03,male,1926-09-18,2009-05-11,AbelGoumba.png,Abel Goumba
Prime Minister,Anicet-Georges Dologuélé,Q546278,1999-01-04,2001-04-01,male,1957-04-17,,Anicet Georges Dologuele 2015.jpg,Anicet-Georges Dologuélé
Prime Minister,Martin Ziguélé,Q1648403,2001-04-01,2003-03-15,male,1957-02-12,,Martin ZIGUELE.JPG,Martin Ziguélé
Prime Minister,Abel Goumba,Q318433,2003-03-15,2003-12-11,male,1926-09-18,2009-05-11,AbelGoumba.png,Abel Goumba
Prime Minister,Célestin Gaombalet,Q1150346,2003-12-12,2005-06-11,male,1942-01-01,2017-12-19,CGaombalet.jpg,Célestin Gaombalet
Prime Minister,Élie Doté,Q274641,2005-06-13,2008-01-18,male,1948-07-09,,Elie Dote.jpg,Élie Doté
Prime Minister,Faustin-Archange Touadéra,Q57758,2008-01-22,2013-01-17,male,1957-04-21,,Faustin-Archange Touadera Summit 2018 (cropped).jpg,Faustin-Archange Touadéra
Prime Minister,Nicolas Tiangaye,Q3277446,2013-02-03,2014-01-10,male,1956-09-13,,Nicolas Tiangaye VOA.jpg,Nicolas Tiangaye
Prime Minister,André Nzapayeké,Q15652682,2014-01-25,2014-08-10,male,1951-08-20,,André Nzapayéké 2006.jpg,André Nzapayeké
Prime Minister,Mahamat Kamoun,Q17497078,2014-08-10,2016-04-02,male,1961-11-13,,Mahamat Kamoun (cropped).jpg,Mahamat Kamoun
Prime Minister,Simplice Sarandji,Q23729455,2016-04-02,2019-02-22,male,1955-04-04,,CAR Prime Minister Simplice Mathieu Sarandji in Bangui 2016.jpg,Simplice Sarandji
Prime Minister,Firmin Ngrébada,Q61889435,2019-02-25,2021-06-15,male,1968-05-24,,NgrebadaFirmin.png,Firmin Ngrébada
Prime Minister,Henri-Marie Dondra,Q107273326,2021-06-15,2022-02-07,male,1966-08-14,,PMDondra.jpg,Henri-Marie Dondra
Prime Minister,Félix Moloua,Q88310768,2022-02-07,,male,,,,Félix Moloua
Minister of Foreign Affairs,Marcel Metefara,Q6756173,1999,2001,male,,2009,,Marcel Metefara
Minister of Foreign Affairs,Agba Otikpo Mézodé,Q2826508,2001,2003,male,,,,Agba Otikpo Mézodé
Minister of Foreign Affairs,Karim Meckassoua,Q21965872,2003,2003,male,1953-12-31,,Abdoul Karim Meckassoua May 2016.jpg,Karim Meckassoua
Minister of Foreign Affairs,Charles Hervé Wénézoui,Q2959355,2003,2005,male,1949,2007-04-16,,
Minister of Foreign Affairs,Martial Beti Marace,Q6774698,2003,2003,male,,,,Martial Beti Marace
Minister of Foreign Affairs,Jean-Paul Ngoupandé,Q58276,2005,2006,male,1948-12-06,2014-05-04,,Jean-Paul Ngoupandé
Minister of Foreign Affairs,Côme Zoumara,Q3010597,2006,2008,male,1959,,Côme Zoumara.jpg,Côme Zoumara
Minister of Foreign Affairs,Dieudonné Kombo Yaya,Q108292457,2008,2009,,,,,
Minister of Foreign Affairs,Parfait Anicet Mbay,Q108292458,2013,2013,,,,,
Minister of Foreign Affairs,Charles-Armel Doubane,Q11855176,2013-03-31,2013-06,male,1966-11-12,,Charles-Armel Doubane.jpg,Charles-Armel Doubane
Minister of Foreign Affairs,Léonie Banga-Bothy,Q27898988,2013-06,2013-06,female,,,,Léonie Banga-Bothy
Minister of Foreign Affairs,Toussaint Kongo-Doudou,Q108292459,2014,2015,,,,,
Minister of Foreign Affairs,Samuel Rangba,Q99352338,2015,2016-04-11,male,,,,
Minister of Foreign Affairs,Charles-Armel Doubane,Q11855176,2016-04-11,2018-12-14,male,1966-11-12,,Charles-Armel Doubane.jpg,Charles-Armel Doubane
Minister of Foreign Affairs,Sylvie Baïpo-Temon,Q60680031,2018-12-14,,female,,,Sylvie Baïpo-Temon.jpg,Sylvie Baïpo-Temon
President of the National Assembly,Luc-Appolinaire Dondon-Konambaye,Q112060228,1999-01-01,2003-03-15,male,,2015-05-20,,
President of the National Assembly,Nicolas Tiangaye,Q3277446,2003-05-29,2005-06-14,male,1956-09-13,,Nicolas Tiangaye VOA.jpg,Nicolas Tiangaye
President of the National Assembly,Célestin Gaombalet,Q1150346,2005-06-14,2013-03-26,male,1942-01-01,2017-12-19,CGaombalet.jpg,Célestin Gaombalet
President of the National Assembly,Alexandre-Ferdinand Nguendet,Q15618369,2013-07-18,2016-05-06,male,1972-05-23,,Alexandre Ferdinand Nguendet VOA.jpg,Alexandre-Ferdinand Nguendet
President of the National Assembly,Karim Meckassoua,Q21965872,2016-05-06,2018-10-30,male,1953-12-31,,Abdoul Karim Meckassoua May 2016.jpg,Karim Meckassoua
President of the National Assembly,Laurent Ngon Baba,Q58216808,2018-10-30,2021-05-05,male,1957-01-11,,,
President of the National Assembly,Simplice Sarandji,Q23729455,2021-05-05,,male,1955-04-04,,CAR Prime Minister Simplice Mathieu Sarandji in Bangui 2016.jpg,Simplice Sarandji
ambassador to France,Michel Gbezera-Bria,Q1930736,2014-12-31,,male,1946-01-01,,,Michel Gbezera-Bria
